Claim_ID,SKU,Failed_Component,Claim_Date,Days_In_Service,Repair_Cost,Resolution,Failure_Symptom
WC-02713,EAR-SOL-0012,Bluetooth Chip,2024-03-20,819,39.51,Replaced,Cracked/damaged
WC-02714,PHN-EMB-0015,Charging Port,2025-12-10,468,40.5,Pending,Not charging
WC-02715,PHN-EMB-0013,Charging Port,2024-04-29,347,31.24,Pending,Malfunctioning
WC-02716,TAB-ZEN-0005,Battery,2024-10-31,523,79.34,Repaired,Cracked/damaged
WC-02717,PHN-ORB-0011,Logic Board,2024-05-04,542,504.37,Refunded,Overheating
WC-02718,LAP-VOR-0035,Keyboard Assembly,2026-01-31,581,57.29,Refunded,Cracked/damaged
WC-02719,TAB-ZEN-0005,Logic Board,2024-06-22,114,124.63,Refunded,Overheating
WC-02720,LAP-EMB-0008,RAM Module,2024-04-18,802,76.81,Replaced,Cracked/damaged
WC-02721,WCH-ORB-0014,Battery,2024-02-22,822,42.19,Refunded,Overheating
WC-02722,LAP-ZEN-0031,Motherboard,2024-05-14,729,112.84,Refunded,Cracked/damaged
WC-02723,LAP-NIM-0032,Battery,2024-08-15,661,114.85,Refunded,Won't power on
WC-02724,PHN-NIM-0016,Charging Port,2025-02-09,700,29.29,Replaced,Random shutdowns
WC-02725,WCH-VOR-0017,Display,2025-07-08,361,86.73,Replaced,Unresponsive
WC-02726,WCH-EMB-0010,Logic Board,2026-05-31,600,176.33,Refunded,Cracked/damaged
WC-02727,PHN-ZEN-0012,Logic Board,2025-10-08,938,591.2,Refunded,Not charging
WC-02728,PHN-NIM-0016,Logic Board,2024-09-02,992,222.39,Replaced,Cracked/damaged
WC-02729,LAP-ORB-0024,Motherboard,2026-03-28,895,240.33,Repaired,Battery drains fast
WC-02730,LAP-NIM-0025,Battery,2024-09-22,368,165.56,Replaced,Overheating
WC-02731,LAP-ORB-0005,Motherboard,2025-08-22,682,216.55,Pending,Won't power on
WC-02732,LAP-SOL-0007,Battery,2024-03-20,203,152.4,Replaced,Malfunctioning
WC-02733,WCH-VOR-0017,Battery,2024-10-20,776,56.13,Refunded,Not charging
WC-02734,LAP-NIM-0004,Battery,2024-08-02,139,153.78,Refunded,Malfunctioning
WC-02735,EAR-EMB-0014,Battery,2024-02-09,161,33.63,Refunded,Won't power on
WC-02736,PHN-EMB-0013,Speaker Unit,2026-02-26,802,32.46,Refunded,Overheating
WC-02737,PHN-ORB-0011,Speaker Unit,2025-12-26,600,32.95,Repaired,Random shutdowns
WC-02738,LAP-EMB-0008,Battery,2025-08-16,751,48.51,Repaired,Battery drains fast
WC-02739,PHN-NIM-0016,Battery,2025-11-27,781,44.16,Refunded,Battery drains fast
WC-02740,WCH-ZEN-0018,Display,2026-03-20,815,77.27,Repaired,Not charging
WC-02741,PHN-SOL-0006,Logic Board,2025-03-02,539,334.77,Refunded,Overheating
WC-02742,LAP-ZEN-0030,Motherboard,2024-01-17,793,387.35,Repaired,Malfunctioning
WC-02743,TAB-ZEN-0010,Battery,2024-01-14,349,60.85,Pending,Unresponsive
WC-02744,LAP-NIM-0006,Motherboard,2024-03-14,504,368.76,Pending,Overheating
WC-02745,LAP-ZEN-0026,Motherboard,2025-01-19,409,151.39,Refunded,Won't power on
WC-02746,TAB-EMB-0011,Logic Board,2024-01-03,924,430.39,Repaired,Not charging
WC-02747,PHN-EMB-0009,Camera Module,2026-04-09,528,106.98,Refunded,Overheating
WC-02748,TAB-SOL-0014,Battery,2025-04-27,894,41.54,Pending,Cracked/damaged
WC-02749,PHN-VOR-0029,Battery,2026-01-05,843,79.81,Repaired,Malfunctioning
WC-02750,LAP-ZEN-0030,SSD Storage,2026-06-15,744,182.77,Repaired,Random shutdowns
WC-02751,WCH-ZEN-0007,Logic Board,2024-01-16,515,140.09,Replaced,Overheating
WC-02752,LAP-NIM-0002,Motherboard,2024-10-14,304,318.9,Replaced,Unresponsive
WC-02753,EAR-SOL-0012,Charging Case,2024-03-08,24,48.95,Replaced,Battery drains fast
WC-02754,WCH-EMB-0010,Battery,2025-10-14,214,46.86,Refunded,Malfunctioning
WC-02755,LAP-ZEN-0031,Cooling Fan,2024-04-27,741,59.06,Repaired,Cracked/damaged
WC-02756,PHN-SOL-0035,Battery,2025-07-09,491,73.55,Pending,Won't power on
WC-02757,PHN-EMB-0013,Logic Board,2024-08-26,613,367.78,Replaced,Malfunctioning
WC-02758,LAP-SOL-0029,Battery,2024-01-17,153,58.56,Replaced,Malfunctioning
WC-02759,PHN-VOR-0029,Logic Board,2024-06-16,309,488.83,Pending,Random shutdowns
WC-02760,LAP-EMB-0008,Webcam Module,2025-01-25,369,31.3,Refunded,Not charging
WC-02761,LAP-ZEN-0013,Cooling Fan,2025-03-05,789,46.66,Replaced,Malfunctioning
WC-02762,PHN-ORB-0014,Battery,2025-10-20,347,82.43,Replaced,Won't power on
WC-02763,LAP-ZEN-0013,Motherboard,2024-02-10,414,237.05,Repaired,Not charging
WC-02764,LAP-ZEN-0014,Battery,2025-11-12,256,125.66,Repaired,Won't power on
WC-02765,PHN-EMB-0005,Logic Board,2025-12-06,337,391.27,Repaired,Not charging
WC-02766,WCH-SOL-0002,Logic Board,2025-12-24,461,103.67,Replaced,Not charging
WC-02767,LAP-NIM-0032,Webcam Module,2025-06-17,794,30.29,Repaired,Cracked/damaged
WC-02768,EAR-ZEN-0005,Speaker Driver,2024-04-24,611,47.48,Refunded,Won't power on
WC-02769,TAB-VOR-0018,Charging Port,2024-03-13,371,24.32,Repaired,Unresponsive
WC-02770,PHN-VOR-0032,Battery,2025-01-10,961,65.79,Repaired,Unresponsive
WC-02771,PHN-ORB-0028,OLED Display,2026-06-10,962,148.92,Repaired,Won't power on
WC-02772,PHN-ORB-0011,OLED Display,2024-09-19,713,127.87,Replaced,Overheating
WC-02773,PHN-EMB-0033,OLED Display,2026-02-15,88,182.9,Pending,Battery drains fast
WC-02774,LAP-EMB-0027,Cooling Fan,2026-02-21,204,54.63,Replaced,Cracked/damaged
WC-02775,WCH-ZEN-0018,Display,2024-06-11,782,58.24,Refunded,Random shutdowns
WC-02776,PHN-SOL-0027,OLED Display,2024-04-11,840,376.57,Pending,Malfunctioning
WC-02777,PHN-ORB-0028,Logic Board,2026-03-26,397,294.25,Refunded,Cracked/damaged
WC-02778,EAR-EMB-0014,Battery,2024-07-29,737,42.83,Repaired,Cracked/damaged
WC-02779,LAP-EMB-0008,Display Panel,2026-06-18,486,387.83,Refunded,Random shutdowns
WC-02780,LAP-VOR-0023,Battery,2025-03-03,337,67.53,Replaced,Random shutdowns
WC-02781,LAP-ZEN-0014,Cooling Fan,2025-06-20,296,49.53,Replaced,Random shutdowns
WC-02782,EAR-ORB-0016,Battery,2026-06-05,155,28.99,Pending,Won't power on
WC-02783,LAP-ORB-0005,Display Panel,2024-03-07,117,195.76,Repaired,Cracked/damaged
WC-02784,PHN-NIM-0021,Speaker Unit,2025-03-30,66,23.86,Replaced,Random shutdowns
WC-02785,PHN-EMB-0013,Camera Module,2025-01-27,719,78.93,Pending,Battery drains fast
WC-02786,PHN-VOR-0029,OLED Display,2024-02-03,753,102.04,Repaired,Overheating
WC-02787,TAB-EMB-0011,Touch Display,2025-04-25,429,74.43,Pending,Battery drains fast
WC-02788,LAP-SOL-0029,Motherboard,2024-08-20,963,388.92,Replaced,Overheating
WC-02789,LAP-SOL-0029,Battery,2024-07-26,514,59.71,Replaced,Battery drains fast
WC-02790,PHN-VOR-0032,Logic Board,2024-01-12,821,431.34,Replaced,Random shutdowns
WC-02791,LAP-ORB-0005,RAM Module,2025-06-14,981,169.16,Pending,Not charging
WC-02792,LAP-ZEN-0034,Cooling Fan,2024-12-10,255,50.96,Replaced,Cracked/damaged
WC-02793,LAP-ZEN-0026,Motherboard,2025-03-11,242,182.19,Repaired,Won't power on
WC-02794,WCH-ZEN-0012,Logic Board,2025-12-27,250,180.55,Pending,Random shutdowns
WC-02795,LAP-VOR-0023,Motherboard,2024-02-07,521,193.04,Repaired,Unresponsive
WC-02796,WCH-NIM-0001,Strap/Band,2026-05-11,999,59.34,Pending,Malfunctioning
WC-02797,LAP-ZEN-0030,Cooling Fan,2025-12-30,401,21.6,Pending,Cracked/damaged
WC-02798,EAR-VOR-0008,Charging Case,2024-06-20,432,63.55,Repaired,Won't power on
WC-02799,LAP-VOR-0018,Display Panel,2026-05-12,649,149.79,Replaced,Unresponsive
WC-02800,PHN-EMB-0013,Speaker Unit,2024-04-13,812,49.92,Pending,Malfunctioning
WC-02801,WCH-EMB-0015,Sensor Module,2025-07-02,729,52.9,Repaired,Random shutdowns
WC-02802,WCH-EMB-0015,Battery,2025-07-15,681,25.55,Repaired,Malfunctioning
WC-02803,LAP-ZEN-0030,Cooling Fan,2025-02-11,88,33.91,Pending,Battery drains fast
WC-02804,PHN-SOL-0010,Battery,2025-12-21,201,44.96,Pending,Unresponsive
WC-02805,TAB-EMB-0011,Logic Board,2024-11-13,438,267.36,Replaced,Battery drains fast
WC-02806,LAP-EMB-0008,Motherboard,2024-07-11,803,300.64,Pending,Random shutdowns
WC-02807,PHN-ORB-0004,Logic Board,2024-01-26,741,347.95,Replaced,Won't power on
WC-02808,PHN-EMB-0013,Logic Board,2025-10-15,422,369.98,Repaired,Battery drains fast
WC-02809,TAB-EMB-0001,Logic Board,2025-06-26,593,108.65,Replaced,Battery drains fast
WC-02810,TAB-ORB-0021,Touch Display,2025-05-26,90,127.64,Pending,Overheating
WC-02811,WCH-SOL-0002,Logic Board,2025-03-22,509,98.82,Refunded,Overheating
WC-02812,LAP-EMB-0003,Keyboard Assembly,2024-02-15,704,81.56,Refunded,Won't power on
WC-02813,LAP-EMB-0003,Battery,2024-11-11,992,85.86,Pending,Battery drains fast
WC-02814,WCH-ORB-0014,Battery,2026-02-09,225,50.02,Pending,Malfunctioning
WC-02815,TAB-EMB-0006,Logic Board,2024-12-31,953,144.09,Refunded,Overheating
WC-02816,PHN-NIM-0016,Logic Board,2026-01-22,47,149.3,Repaired,Random shutdowns
WC-02817,EAR-ZEN-0004,Battery,2024-02-07,835,33.86,Pending,Random shutdowns
WC-02818,LAP-EMB-0027,SSD Storage,2025-08-05,15,229.17,Replaced,Unresponsive
WC-02819,WCH-VOR-0017,Logic Board,2025-10-30,243,124.2,Replaced,Unresponsive
WC-02820,LAP-SOL-0011,Battery,2025-01-02,712,75.82,Pending,Unresponsive
WC-02821,LAP-EMB-0021,Cooling Fan,2026-04-26,369,37.41,Pending,Malfunctioning
WC-02822,LAP-ZEN-0031,Battery,2025-04-03,186,75.05,Repaired,Random shutdowns
WC-02823,PHN-NIM-0016,Battery,2024-12-05,495,62.61,Pending,Unresponsive
WC-02824,LAP-ZEN-0031,Cooling Fan,2025-10-20,516,83.62,Refunded,Random shutdowns
WC-02825,LAP-NIM-0025,Display Panel,2024-11-09,427,218.18,Repaired,Unresponsive
WC-02826,LAP-SOL-0011,SSD Storage,2024-01-31,641,110.52,Refunded,Unresponsive
WC-02827,PHN-ORB-0031,OLED Display,2025-08-04,760,141.63,Refunded,Cracked/damaged
WC-02828,LAP-EMB-0020,Webcam Module,2024-09-29,346,46.32,Replaced,Cracked/damaged
WC-02829,LAP-NIM-0004,Motherboard,2024-07-31,827,118.96,Repaired,Not charging
WC-02830,WCH-VOR-0008,Logic Board,2025-12-21,110,174.54,Pending,Not charging
WC-02831,PHN-SOL-0030,OLED Display,2024-02-01,300,136.9,Replaced,Unresponsive
WC-02832,EAR-VOR-0007,Battery,2025-02-10,728,24.14,Repaired,Won't power on
WC-02833,TAB-VOR-0017,Touch Display,2025-03-29,70,203.31,Repaired,Battery drains fast
WC-02834,TAB-SOL-0014,Logic Board,2026-01-31,953,94.83,Repaired,Battery drains fast
WC-02835,PHN-VOR-0032,Logic Board,2026-03-26,716,379.32,Repaired,Cracked/damaged
WC-02836,TAB-SOL-0019,Battery,2026-06-07,431,49.14,Replaced,Unresponsive
WC-02837,PHN-SOL-0010,Logic Board,2026-05-18,510,447.37,Refunded,Random shutdowns
WC-02838,LAP-ZEN-0013,SSD Storage,2025-07-29,441,259.93,Replaced,Cracked/damaged
WC-02839,LAP-ZEN-0013,RAM Module,2024-01-25,292,168.06,Refunded,Overheating
WC-02840,WCH-VOR-0017,Battery,2024-01-16,709,46.86,Pending,Malfunctioning
WC-02841,PHN-SOL-0025,Battery,2024-05-30,212,63.01,Repaired,Overheating
WC-02842,TAB-ZEN-0005,Battery,2025-08-13,768,44.18,Refunded,Cracked/damaged
WC-02843,LAP-EMB-0033,Cooling Fan,2025-12-09,58,41.19,Pending,Unresponsive
WC-02844,TAB-EMB-0001,Speaker Unit,2025-05-20,134,20.47,Refunded,Overheating
WC-02845,WCH-VOR-0008,Display,2024-11-17,481,140.67,Refunded,Not charging
WC-02846,LAP-VOR-0016,Display Panel,2025-12-07,42,324.1,Replaced,Unresponsive
WC-02847,LAP-ORB-0024,Motherboard,2024-01-29,91,196.96,Pending,Random shutdowns
WC-02848,LAP-VOR-0016,Motherboard,2024-12-16,952,236.47,Replaced,Unresponsive
WC-02849,PHN-VOR-0003,Logic Board,2025-08-28,972,165.28,Refunded,Won't power on
WC-02850,PHN-VOR-0019,Logic Board,2025-05-06,187,129.78,Refunded,Random shutdowns
WC-02851,PHN-VOR-0029,OLED Display,2025-05-18,808,120.18,Repaired,Battery drains fast
WC-02852,EAR-ORB-0013,Charging Case,2024-11-11,386,41.62,Repaired,Malfunctioning
WC-02853,LAP-ZEN-0013,Display Panel,2024-12-16,931,162.16,Pending,Unresponsive
WC-02854,TAB-NIM-0007,Battery,2024-03-11,115,41.94,Pending,Cracked/damaged
WC-02855,LAP-ZEN-0026,Motherboard,2024-05-14,195,183.37,Replaced,Overheating
WC-02856,LAP-EMB-0027,Battery,2026-02-20,685,84.75,Repaired,Not charging
WC-02857,TAB-NIM-0007,Logic Board,2025-07-05,156,201.63,Refunded,Not charging
WC-02858,PHN-VOR-0032,OLED Display,2026-04-27,725,111.9,Replaced,Unresponsive
WC-02859,WCH-ZEN-0018,Battery,2025-03-29,516,43.47,Repaired,Battery drains fast
WC-02860,LAP-VOR-0016,Battery,2025-09-23,989,123.64,Repaired,Random shutdowns
WC-02861,LAP-ZEN-0014,Cooling Fan,2025-01-16,502,34.16,Replaced,Cracked/damaged
WC-02862,PHN-NIM-0026,Battery,2025-07-20,346,66.26,Replaced,Unresponsive
WC-02863,LAP-ZEN-0034,Motherboard,2024-09-16,837,451.0,Pending,Overheating
WC-02864,TAB-EMB-0006,Touch Display,2025-06-04,965,111.34,Pending,Battery drains fast
WC-02865,LAP-SOL-0011,Motherboard,2024-05-29,760,132.83,Repaired,Random shutdowns
WC-02866,PHN-EMB-0013,Logic Board,2024-06-03,824,339.69,Replaced,Random shutdowns
WC-02867,LAP-NIM-0025,Motherboard,2024-07-31,105,384.83,Repaired,Random shutdowns
WC-02868,PHN-EMB-0009,Battery,2024-12-13,473,92.6,Repaired,Unresponsive
WC-02869,EAR-VOR-0008,Battery,2024-09-29,824,16.96,Repaired,Overheating
WC-02870,WCH-NIM-0005,Logic Board,2026-02-23,826,66.76,Replaced,Won't power on
WC-02871,PHN-NIM-0024,Logic Board,2026-03-20,260,377.13,Repaired,Won't power on
WC-02872,LAP-ORB-0005,Cooling Fan,2024-02-01,488,72.14,Pending,Battery drains fast
WC-02873,WCH-VOR-0017,Display,2026-01-28,549,118.73,Refunded,Not charging
WC-02874,TAB-ORB-0024,Charging Port,2025-05-06,651,59.16,Pending,Cracked/damaged
WC-02875,LAP-EMB-0020,Display Panel,2024-12-11,891,277.81,Refunded,Not charging
WC-02876,TAB-ORB-0021,Logic Board,2024-08-01,491,149.97,Pending,Battery drains fast
WC-02877,PHN-EMB-0009,Logic Board,2026-01-22,529,262.31,Refunded,Unresponsive
WC-02878,LAP-EMB-0033,Motherboard,2026-03-03,892,162.62,Replaced,Battery drains fast
WC-02879,PHN-EMB-0022,Logic Board,2025-04-18,157,192.39,Refunded,Malfunctioning
WC-02880,EAR-SOL-0012,Battery,2026-02-18,734,25.95,Replaced,Unresponsive
WC-02881,LAP-ZEN-0030,Cooling Fan,2024-01-11,769,24.66,Replaced,Malfunctioning
WC-02882,LAP-ZEN-0013,SSD Storage,2025-01-17,661,160.72,Replaced,Won't power on
WC-02883,PHN-EMB-0033,Battery,2024-03-26,504,36.61,Replaced,Battery drains fast
WC-02884,PHN-SOL-0010,Logic Board,2026-05-07,785,409.49,Refunded,Random shutdowns
WC-02885,LAP-NIM-0002,Cooling Fan,2025-04-12,54,49.86,Refunded,Cracked/damaged
WC-02886,WCH-NIM-0005,Battery,2025-06-07,517,48.11,Pending,Battery drains fast
WC-02887,LAP-ZEN-0031,Cooling Fan,2024-01-18,545,66.33,Pending,Malfunctioning
WC-02888,LAP-NIM-0032,Motherboard,2024-06-22,818,182.42,Refunded,Malfunctioning
WC-02889,WCH-VOR-0017,Logic Board,2025-11-30,102,102.24,Refunded,Random shutdowns
WC-02890,LAP-SOL-0019,Cooling Fan,2024-12-22,247,46.93,Repaired,Not charging
WC-02891,LAP-ZEN-0034,Display Panel,2025-07-09,110,341.86,Refunded,Overheating
WC-02892,LAP-EMB-0020,Motherboard,2024-07-28,84,229.34,Pending,Cracked/damaged
WC-02893,LAP-ORB-0005,Cooling Fan,2026-01-22,201,42.71,Repaired,Battery drains fast
WC-02894,LAP-EMB-0021,RAM Module,2024-01-23,989,122.66,Replaced,Malfunctioning
WC-02895,LAP-EMB-0027,Cooling Fan,2025-08-19,238,25.07,Pending,Cracked/damaged
WC-02896,PHN-EMB-0015,Battery,2025-07-28,712,30.87,Refunded,Cracked/damaged
WC-02897,WCH-SOL-0009,Sensor Module,2024-07-24,338,66.17,Refunded,Random shutdowns
WC-02898,LAP-EMB-0008,SSD Storage,2025-11-28,996,128.63,Replaced,Unresponsive
WC-02899,LAP-VOR-0009,Display Panel,2024-09-16,372,164.49,Refunded,Battery drains fast
WC-02900,PHN-EMB-0015,Logic Board,2025-10-02,138,404.15,Pending,Battery drains fast
WC-02901,EAR-SOL-0006,Battery,2024-12-09,328,48.6,Refunded,Battery drains fast
WC-02902,PHN-NIM-0016,OLED Display,2025-03-09,990,354.44,Pending,Random shutdowns
WC-02903,PHN-VOR-0003,Logic Board,2024-01-28,937,211.04,Pending,Won't power on
WC-02904,LAP-ORB-0001,Cooling Fan,2024-02-09,679,19.16,Pending,Cracked/damaged
WC-02905,TAB-EMB-0011,Logic Board,2024-11-20,828,220.08,Refunded,Cracked/damaged
WC-02906,LAP-ORB-0024,Motherboard,2026-04-30,350,201.21,Pending,Malfunctioning
WC-02907,LAP-ZEN-0026,SSD Storage,2026-04-22,908,207.66,Replaced,Overheating
WC-02908,TAB-VOR-0008,Logic Board,2025-03-18,121,229.11,Repaired,Unresponsive
WC-02909,LAP-EMB-0008,Battery,2024-07-29,431,69.01,Refunded,Not charging
WC-02910,EAR-VOR-0007,Battery,2025-04-19,450,32.81,Pending,Overheating
WC-02911,LAP-NIM-0006,Display Panel,2025-06-23,951,124.74,Repaired,Not charging
WC-02912,WCH-EMB-0010,Logic Board,2025-05-15,171,137.64,Replaced,Won't power on
WC-02913,LAP-NIM-0032,Battery,2026-04-14,789,139.49,Pending,Random shutdowns
WC-02914,TAB-EMB-0006,Battery,2025-01-09,52,101.68,Replaced,Random shutdowns
WC-02915,WCH-VOR-0008,Logic Board,2025-12-24,860,128.5,Pending,Not charging
WC-02916,LAP-ORB-0024,Battery,2024-12-27,409,64.06,Repaired,Won't power on
WC-02917,LAP-ZEN-0026,Keyboard Assembly,2026-05-07,459,37.93,Pending,Battery drains fast
WC-02918,PHN-NIM-0026,Battery,2024-08-07,246,82.67,Pending,Cracked/damaged
WC-02919,PHN-NIM-0026,Battery,2025-12-02,795,57.89,Replaced,Unresponsive
WC-02920,LAP-VOR-0009,Motherboard,2025-07-31,865,186.38,Repaired,Malfunctioning
WC-02921,EAR-ORB-0016,Battery,2024-07-05,907,51.19,Pending,Battery drains fast
WC-02922,PHN-EMB-0033,Camera Module,2026-03-14,254,84.01,Refunded,Random shutdowns
WC-02923,PHN-ZEN-0002,Logic Board,2026-05-05,389,486.62,Repaired,Malfunctioning
WC-02924,PHN-ZEN-0034,Battery,2024-05-31,334,48.03,Replaced,Malfunctioning
WC-02925,LAP-VOR-0016,Cooling Fan,2024-03-30,459,51.7,Pending,Not charging
WC-02926,TAB-ORB-0003,Battery,2025-12-13,601,55.82,Repaired,Random shutdowns
WC-02927,LAP-EMB-0003,Keyboard Assembly,2024-05-16,164,52.62,Repaired,Random shutdowns
WC-02928,TAB-ORB-0021,Battery,2024-01-13,166,69.54,Replaced,Not charging
WC-02929,WCH-ZEN-0012,Display,2025-09-04,19,48.52,Pending,Malfunctioning
WC-02930,LAP-ORB-0005,Cooling Fan,2025-04-04,645,55.41,Repaired,Battery drains fast
WC-02931,LAP-VOR-0018,Cooling Fan,2025-08-22,615,48.45,Replaced,Cracked/damaged
WC-02932,WCH-NIM-0011,Logic Board,2024-07-31,104,138.07,Pending,Malfunctioning
WC-02933,TAB-ORB-0024,Logic Board,2025-10-14,934,239.07,Replaced,Malfunctioning
WC-02934,PHN-EMB-0013,Battery,2024-10-30,522,69.17,Pending,Won't power on
WC-02935,TAB-NIM-0020,Logic Board,2026-02-09,317,176.55,Refunded,Won't power on
WC-02936,PHN-ORB-0011,Battery,2024-05-06,700,43.5,Replaced,Not charging
WC-02937,TAB-EMB-0006,Logic Board,2024-03-19,538,175.16,Repaired,Battery drains fast
WC-02938,PHN-NIM-0008,Logic Board,2024-01-31,276,246.74,Pending,Overheating
WC-02939,EAR-ZEN-0005,Speaker Driver,2025-09-22,89,29.64,Pending,Won't power on
WC-02940,PHN-ZEN-0023,Logic Board,2025-09-06,343,216.75,Pending,Unresponsive
WC-02941,LAP-SOL-0011,Motherboard,2024-02-17,396,206.29,Repaired,Cracked/damaged
WC-02942,PHN-NIM-0008,Logic Board,2025-09-23,665,223.85,Repaired,Cracked/damaged
WC-02943,TAB-NIM-0007,Logic Board,2024-02-12,1000,227.08,Replaced,Overheating
WC-02944,TAB-ORB-0003,Touch Display,2026-04-30,491,201.54,Repaired,Overheating
WC-02945,LAP-SOL-0007,Battery,2025-07-19,733,155.51,Pending,Random shutdowns
WC-02946,LAP-SOL-0011,Cooling Fan,2025-09-01,691,45.54,Replaced,Won't power on
WC-02947,LAP-SOL-0019,Motherboard,2025-10-15,400,206.01,Repaired,Random shutdowns
WC-02948,PHN-EMB-0009,Logic Board,2025-02-23,467,261.21,Repaired,Won't power on
WC-02949,TAB-SOL-0016,Battery,2026-03-17,222,41.93,Replaced,Unresponsive
WC-02950,LAP-VOR-0016,Keyboard Assembly,2024-06-03,988,56.37,Pending,Malfunctioning
WC-02951,LAP-VOR-0035,Keyboard Assembly,2025-08-19,408,63.19,Repaired,Unresponsive
WC-02952,TAB-VOR-0017,Speaker Unit,2024-03-30,233,32.08,Refunded,Unresponsive
WC-02953,PHN-ZEN-0034,Charging Port,2025-08-27,339,50.25,Repaired,Overheating
WC-02954,PHN-NIM-0016,Battery,2024-09-10,16,50.19,Pending,Battery drains fast
WC-02955,LAP-SOL-0007,Webcam Module,2024-02-29,259,24.69,Replaced,Not charging
WC-02956,WCH-VOR-0008,Battery,2025-06-21,233,32.53,Refunded,Not charging
WC-02957,LAP-ORB-0005,Cooling Fan,2024-06-17,680,52.87,Repaired,Not charging
WC-02958,PHN-NIM-0008,Battery,2026-04-12,707,47.06,Replaced,Battery drains fast
WC-02959,TAB-SOL-0002,Logic Board,2024-04-26,355,210.52,Replaced,Battery drains fast
WC-02960,EAR-NIM-0011,Battery,2025-09-20,265,37.55,Repaired,Overheating
WC-02961,LAP-VOR-0035,Battery,2025-04-04,20,105.2,Replaced,Battery drains fast
WC-02962,EAR-ZEN-0004,Speaker Driver,2025-11-16,46,46.18,Repaired,Malfunctioning
WC-02963,LAP-ZEN-0013,Motherboard,2025-09-23,505,235.28,Repaired,Malfunctioning
WC-02964,PHN-EMB-0015,Charging Port,2026-02-23,815,33.27,Pending,Unresponsive
WC-02965,LAP-ZEN-0013,Motherboard,2026-03-11,681,229.33,Pending,Malfunctioning
WC-02966,PHN-SOL-0025,Logic Board,2025-03-02,317,508.54,Refunded,Won't power on
WC-02967,LAP-SOL-0015,Battery,2025-07-26,51,171.63,Repaired,Random shutdowns
WC-02968,PHN-SOL-0006,Charging Port,2024-02-11,135,45.38,Replaced,Unresponsive
WC-02969,LAP-ZEN-0030,RAM Module,2026-03-24,661,88.58,Refunded,Won't power on
WC-02970,LAP-EMB-0020,Cooling Fan,2026-03-18,385,57.0,Pending,Unresponsive
WC-02971,LAP-ORB-0001,Webcam Module,2026-02-06,104,41.01,Refunded,Won't power on
WC-02972,LAP-SOL-0029,RAM Module,2025-07-11,961,193.93,Repaired,Battery drains fast
WC-02973,PHN-SOL-0027,OLED Display,2026-02-24,393,315.07,Replaced,Battery drains fast
WC-02974,LAP-ZEN-0013,Motherboard,2024-10-10,289,307.42,Pending,Won't power on
WC-02975,LAP-EMB-0021,Battery,2024-04-07,706,126.24,Pending,Malfunctioning
WC-02976,PHN-EMB-0033,OLED Display,2026-03-10,315,189.77,Refunded,Random shutdowns
WC-02977,EAR-ZEN-0004,Battery,2025-08-15,968,23.79,Repaired,Cracked/damaged
WC-02978,LAP-VOR-0016,Display Panel,2024-07-09,761,227.55,Pending,Cracked/damaged
WC-02979,LAP-VOR-0010,Keyboard Assembly,2026-04-28,319,72.97,Replaced,Won't power on
WC-02980,PHN-EMB-0022,Camera Module,2025-04-08,587,65.61,Replaced,Cracked/damaged
WC-02981,TAB-SOL-0019,Logic Board,2024-12-09,419,295.85,Repaired,Cracked/damaged
WC-02982,LAP-NIM-0025,RAM Module,2024-11-08,417,119.29,Repaired,Not charging
WC-02983,PHN-SOL-0035,Logic Board,2024-09-19,951,367.23,Refunded,Unresponsive
WC-02984,LAP-ORB-0005,Cooling Fan,2025-01-30,522,47.13,Replaced,Battery drains fast
WC-02985,LAP-ZEN-0013,Cooling Fan,2024-08-19,123,41.56,Replaced,Battery drains fast
WC-02986,LAP-SOL-0029,Cooling Fan,2026-02-18,410,37.45,Pending,Cracked/damaged
WC-02987,WCH-ORB-0016,Logic Board,2024-09-10,163,133.7,Refunded,Overheating
WC-02988,WCH-VOR-0008,Display,2025-01-01,518,134.34,Pending,Random shutdowns
WC-02989,WCH-ZEN-0012,Display,2024-06-30,32,60.19,Replaced,Malfunctioning
WC-02990,TAB-EMB-0011,Logic Board,2025-08-05,764,391.36,Replaced,Random shutdowns
WC-02991,PHN-ZEN-0034,Charging Port,2024-01-09,925,46.08,Refunded,Random shutdowns
WC-02992,PHN-EMB-0022,Logic Board,2024-06-14,129,138.09,Repaired,Random shutdowns
